title,price,link,product_searched,store
NESTLÉ NESFRUTA Apple Juice - Pack of 6x200ml,Rs. 276,https://www.daraz.pk/products/nestle-nesfruta-apple-juice-pack-of-6x200ml-i4161500.html,Sprite Drink,Daraz
AVSAR NATURAL MINERAL WATER – 200ML (𝐢𝐦𝐩𝐨𝐫𝐭𝐞𝐝 & 𝐨𝐫𝐢𝐠𝐧𝐚𝐥),Rs. 503,https://www.daraz.pk/products/200-i432588189.html,Sprite Drink,Daraz
7UP Zero 1.5Ltr PET,Rs. 142,https://www.daraz.pk/products/7up-zero-15ltr-pet-i241326340.html,Sprite Drink,Daraz
Mirinda 500ml PET,Rs. 94,https://www.daraz.pk/products/mirinda-500ml-pet-i257183074.html,Sprite Drink,Daraz
PAKOLA ICE CREAM SODA SOFT DRINK PET BOTTLE 500ML|50098| |,Rs. 90,https://www.daraz.pk/products/500-i891412857.html,Sprite Drink,Daraz
"Life Star Energy Drink 250ml – Powerful Instant Energy Booster, Refreshing Sports Drink for Stamina & Performance",Rs. 250,https://www.daraz.pk/products/250-500-i888154211.html,Sprite Drink,Daraz
PAKOLA ICE CREAM SODA SOFT DRINK CAN 250ML PK|50108||,Rs. 103,https://www.daraz.pk/products/250-pk-i891549344.html,Sprite Drink,Daraz
Juus Green Apple Liquid Enchancer 60ml For Workout Hydration No Sugar And Calories Water Flavoring Drink Pouch 30 Servings,Rs. 280,https://www.daraz.pk/products/60-i488114596.html,Sprite Drink,Daraz
MALEE COCONUT WATER 330 ML BASIC,"Rs. 1,299",https://www.daraz.pk/products/malee-coconut-water-330-ml-basic-i485500496.html,Sprite Drink,Daraz
Cola Next 1 Litre Pack of 6,Rs. 687,https://www.daraz.pk/products/cola-next-1-litre-pack-of-6-i438402085.html,Sprite Drink,Daraz
Juus Lychee Liquid Enhancer Syrup 60ml For Workout Hydration No Sugar And Calories Water Flavoring Drink Pouch 30 Servings,Rs. 280,https://www.daraz.pk/products/60-i424379003.html,Sprite Drink,Daraz
Sprite 250 ml - 6-Pack - Quench Your Thirst with Zesty Goodness!,"Rs. 1,170",https://www.daraz.pk/products/250-6-i731820151.html,Sprite Drink,Daraz
Monster Energy Drink Imported Pack of 4 (500 ml) Green-imported premium quality energy drink big can,"Rs. 4,600",https://www.daraz.pk/products/4-500-i589901662.html,Sprite Drink,Daraz
Noova Mango Fruit Drink – 250ml | Single Piece & Whole Carton 24pcs | Fresh & Refreshing Juice,Rs. 85,https://www.daraz.pk/products/noova-mango-fruit-drink-250ml-single-piece-whole-carton-24pcs-fresh-refreshing-juice-i897681944.html,Sprite Drink,Daraz
Red Bull Energy Drink 250ml,Rs. 600,https://www.daraz.pk/products/250-i500928105.html,Sprite Drink,Daraz
ADAM'S ALE DRINKING WATER 500ml,Rs. 350,https://www.daraz.pk/products/500-i511566492.html,Sprite Drink,Daraz
Italiano Coconut Water with Cubes,Rs. 362,https://www.daraz.pk/products/-i831865851.html,Sprite Drink,Daraz
"Gatorad Tropical Fruit Sports Drink, 500ml Pack of 6 Bottles","Rs. 1,049",https://www.daraz.pk/products/gatorad-tropical-fruit-sports-drink-500ml-pack-of-6-bottles-i891731574.html,Sprite Drink,Daraz
Juus peach liquid enhancer 60ml For Workout Hydration No Sugar And Calories Water Flavoring Drink Pouch 30 Servings,Rs. 280,https://www.daraz.pk/products/-i447917343.html,Sprite Drink,Daraz
Pepsi 2.25Ltr PET,Rs. 240,https://www.daraz.pk/products/pepsi-225ltr-pet-i167986527.html,Sprite Drink,Daraz
KING TIGER GOLD ENERGY DRINK CAN 250ML|10048026||,Rs. 132,https://www.daraz.pk/products/250-i891580511.html,Sprite Drink,Daraz
Shangrila Lemon Juice - 275ml,Rs. 200,https://www.daraz.pk/products/shangrila-lemon-juice-275ml-i355060972.html,Sprite Drink,Daraz
Juus Green Apple Liquid Enchancer 60ml For Workout Hydration No Sugar And Calories Water Flavoring Drink Pouch 30 Servings,Rs. 280,https://www.daraz.pk/products/60-i449663906.html,Sprite Drink,Daraz
3 Horses Classic drink Malt – Original 3 Horses Drink- First class malt scince 1968 - 330ml,Rs. 699,https://www.daraz.pk/products/3-3-330-i846646928.html,Sprite Drink,Daraz
LEAPORIX MALL | 7UP Soft Drink 345ml Can (Pack of 12) | Refreshing Lemon-Lime Flavour | Fizzy Cold Drink for Parties & Summer 🍋🥤,"Rs. 1,199",https://www.daraz.pk/products/leaporix-mall-7up-soft-drink-345ml-can-pack-of-12-refreshing-lemon-lime-flavour-fizzy-cold-drink-for-parties-summer-i831436791.html,Sprite Drink,Daraz
Juus Liquid Enhancer Strawberry 60ml For Workout Hydration No Sugar And Calories Water Flavoring Drink Pouch 30 Servings,Rs. 280,https://www.daraz.pk/products/60-i449662590.html,Sprite Drink,Daraz
NESTLE FRUITA VITAL RED GRAPEJUICE TETRA PACK 200ML|45206| |,Rs. 74,https://www.daraz.pk/products/200-i893001094.html,Sprite Drink,Daraz
New Versions Diblong Drink -12pc x 150ml original drink for sports energy drinks Family party drinks,"Rs. 8,500",https://www.daraz.pk/products/12-x-150-i402450967.html,Sprite Drink,Daraz
Aqua Coco 100% Natural Coconut Water (6pcs of 330ml),"Rs. 2,790",https://www.daraz.pk/products/100-6-6-i109194206.html,Sprite Drink,Daraz
Alfatah Mall - COCA COLA DRINK 350ML CARBONATED DRINK-CARTON-AFP-000171365-CARTON,Rs. 965,https://www.daraz.pk/products/350-drink-carton-afp-000171365-carton-i469961645.html,Sprite Drink,Daraz
Mountain Dew 1Ltr PET,Rs. 144,https://www.daraz.pk/products/mountain-dew-1ltr-pet-i167986526.html,Sprite Drink,Daraz
Juus Orange Liquid Enhancer Syrup 60ml For Workout Hydration No Sugar And Calories Water Flavoring Drink Pouch 30 Servings,Rs. 280,https://www.daraz.pk/products/juus-orange-liquid-enhancer-syrup-60ml-for-workout-hydration-no-sugar-and-calories-water-flavoring-drink-pouch-30-servings-i499553775.html,Sprite Drink,Daraz
Sprite 250 ml Can - Pack of 12 - Refresh Yourself with Every Sip!,"Rs. 1,970",https://www.daraz.pk/products/250-12-i731820599.html,Sprite Drink,Daraz
mogu mogu juice lychee flavoured with nata de coco 320ml,Rs. 820,https://www.daraz.pk/products/320-i433297398.html,Sprite Drink,Daraz
Sting Energy Drink 250ml Can | Powerful Energy Boost | Refreshing & Fizzy,"Rs. 1,679",https://www.daraz.pk/products/250-i731498822.html,Sprite Drink,Daraz
Mango Juice - NESTLE FRUITA VITALS Royal Mangoes Nectar 1000 ml - pack of 2,Rs. 676,https://www.daraz.pk/products/mango-juice-nestle-fruita-vitals-royal-mangoes-nectar-1000-ml-pack-of-2-i112440963.html,Sprite Drink,Daraz
PEPSI 7UP SLIM SOFT DRINK CAN250ML,Rs. 90,https://www.daraz.pk/products/7-250-i890304087.html,Sprite Drink,Daraz
Juus Liquid Enhancer Strawberry 60ml For Workout Hydration No Sugar And Calories Water Flavoring Drink Pouch 30 Servings,Rs. 280,https://www.daraz.pk/products/60-i424380839.html,Sprite Drink,Daraz
"Pure Heaven Juice, Sparkling Drink Red Grapes, 750ml","Rs. 2,150",https://www.daraz.pk/products/750-i449064185.html,Sprite Drink,Daraz
FRUITA VITALS Chaunsa Juice 1000ml- Pack of 2,Rs. 676,https://www.daraz.pk/products/fruita-vitals-chaunsa-juice-1000ml-pack-of-2-i102251096.html,Sprite Drink,Daraz
COLA NEXT BLACK SOFT DRINK PETBOTTLE 1.5LTR|GR17687| |,Rs. 180,https://www.daraz.pk/products/15-gr17687-ace-i891438220.html,Sprite Drink,Daraz
Malee Juice Coconut Water 1l,"Rs. 2,499",https://www.daraz.pk/products/malee-juice-coconut-water-1l-i485503010.html,Sprite Drink,Daraz
3 Horses Non-Alcoholic Classic Malt Beer 330ml,"Rs. 1,290",https://www.daraz.pk/products/3-horses-non-alcoholic-classic-malt-beer-330ml-i478072806.html,Sprite Drink,Daraz
Sprite Drink NR 500ml,Rs. 99.00,https://shop.imtiaz.com.pk/product/sprite-drink-nr-500ml-363692,Sprite Drink,Imtiaz
Sprite Drink Can 250ml Local,Rs. 105.00,https://shop.imtiaz.com.pk/product/sprite-drink-can-250ml-local-363678,Sprite Drink,Imtiaz
Sprite Drink 1Ltr,Rs. 129.00,https://shop.imtiaz.com.pk/product/sprite-drink-1ltr-363690,Sprite Drink,Imtiaz
Sprite Drink NR Zero 500ml,Rs. 99.00,https://shop.imtiaz.com.pk/product/sprite-drink-nr-zero-500ml-364511,Sprite Drink,Imtiaz
Sprite Mint Drink NR 500ml,Rs. 99.00,https://shop.imtiaz.com.pk/product/sprite-mint-drink-nr-500ml-367948,Sprite Drink,Imtiaz
Sprite Drink NR 500ml,Rs. 99.00,https://shop.imtiaz.com.pk/product/sprite-drink-nr-500ml-363692,Sprite Drink,Imtiaz
Sprite Drink Can 250ml Local,Rs. 105.00,https://shop.imtiaz.com.pk/product/sprite-drink-can-250ml-local-363678,Sprite Drink,Imtiaz
Sprite Drink 1Ltr,Rs. 129.00,https://shop.imtiaz.com.pk/product/sprite-drink-1ltr-363690,Sprite Drink,Imtiaz
Sprite Drink NR Zero 500ml,Rs. 99.00,https://shop.imtiaz.com.pk/product/sprite-drink-nr-zero-500ml-364511,Sprite Drink,Imtiaz
Sprite Mint Drink NR 500ml,Rs. 99.00,https://shop.imtiaz.com.pk/product/sprite-mint-drink-nr-500ml-367948,Sprite Drink,Imtiaz
